#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
57951;TCA Reference;null;Feature;;Closed;Should have;API to add cached TCA changes;Stefan Neufeind;Francois Suter;;6.2.0;null;Tue Apr 15 16:08:00 EEST 2014;Fri Aug 01 14:22:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"http://docs.typo3.org/typo3cms/TSconfigReference/singlehtml/Index.html#example-for-backend-layoutYou write:''Since TYPO3 6.0 mod.SHARED.colPos_list is no longer working. Instead; use backend layouts.''Funny...but in your example there is no solution how to hide/deactivate cols in BE-Layouts.There is only a hint in sourcecode:<pre>// Draw the pre-generated header with edit and new buttons if a colPos is assigned.// If not; a new header without any buttons will be generated.</pre>I think it would be good; to add this information also in documentation.Stefan'"
57941;Official Doc Extension Template;null;Bug;;Resolved;Should have;Avoid comments in the middle of settings file;Francois Suter;Francois Suter;;1.7.0;null;Tue Apr 15 13:23:00 EEST 2014;Tue Apr 15 13:37:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"TCA. These files must *only* contain PHP code that manipulate TCA (like addTCAColumns or addToAllTCATypes).All code manipulating the TCA that previously was in ext_tables.php and therefore was uncachable; can now be in a defined location and is only executed when TCA is built and after that cached.Category Registry changes will also be applied after Configuration/TCA/Overrides/ has been processedso that makeCategorizable calls can now also happen in files in this locations and do not need to stayin ext_localconf.php where they also would be executed on every request.This will give backend requests quite a performance boost once extensions start using these files.'"
57935;TypoScript Syntax;null;Bug;;Resolved;Must have;Invalid syntax for INCLUDE_TYPOSCRIPT;Markus Klein;;;;null;Tue Apr 15 00:23:00 EEST 2014;Tue Apr 15 13:37:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57911;Templating Tutorial;null;Feature;;New;Should have;Less screenshots, more short writings;Dominik Lenné;;;;null;Mon Apr 14 19:01:00 EEST 2014;Mon Apr 14 21:18:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"has an example for the usage of INCLUDE_TYPOSCRIPT which has a typo.*Wrong:*<pre><INCLUDE TYPOSCRIPT: source=''DIR:fileadmin/templates/'' extensions=''ts''></pre>*Right:*<pre><INCLUDE_TYPOSCRIPT: source=''DIR:fileadmin/templates/'' extensions=''ts''></pre>'"
57910;Templating Tutorial;null;Feature;;Needs Feedback;Should have;Make comments for editors unreadable for general public;Dominik Lenné;Francois Suter;;;null;Mon Apr 14 18:48:00 EEST 2014;Mon Apr 14 20:27:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"> (left side) template module > (middle) select page home > (right top) info/ modifiy > edit whole template record < (template edit window opens) > options-tab > template on next level: browse-icon < (popup with page tree appears) > select page > template-list: select templateand so on and so forth.Of course one could shorten this; referring to earlier stage; may be like this:(template edit window of template xyz) > includes-tab > css styled content typo3 6.1 > (top right) save-iconIf this short click-through code is well made;it is faster to edit and to work on as screenshots. '"
57895;TCA Reference;null;Feature;;Closed;Should have;New signal in loadBaseTca after building the cached TCA from files;Stefan Neufeind;Francois Suter;;6.2.0;null;Mon Apr 14 14:18:00 EEST 2014;Fri Aug 01 14:22:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57837;Official Doc Extension Template;null;Feature;;Resolved;Should have;Make this example the only reference;Francois Suter;Francois Suter;;1.7.0;null;Fri Apr 11 16:20:00 EEST 2014;Fri Apr 11 18:43:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"To improve performance in backend context; finalTCA should be cached in contrast to only parts of it.To be able to cache the complete TCA; we need to introduce a signalafter building the cached TCA from files.'"
57821;Templating Tutorial (Files);null;Feature;;New;Could have;Package as a distribution;Francois Suter;;;;null;Fri Apr 11 11:48:00 EEST 2014;Fri Apr 11 11:48:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"We don't need an Official Manual example; because new official manuals are created only rarely and can be created from existing ones. Some example reST constructs must be moved from the Official Manual example to the Extension Manual example.As a single entry point to reST and to avoid content duplication; the example manual should only point to Xavier's reST primer http://docs.typo3.org/typo3cms/drafts/github/xperseguers/RstPrimer/ ; source: https://github.com/xperseguers/TYPO3.docs.rst-primer).'"
57667;TSconfig;null;Feature;;New;Should have;Conditions: Add information about features of available conditions;Philipp Gampe;;;;null;Sat Apr 05 01:59:00 EEST 2014;Thu Apr 24 20:14:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57624;Core APIs;null;Bug;;Resolved;Must have;"Bug in code example for ""ContentElementWizard""";most wanted;most wanted;;6.2;null;Thu Apr 03 19:49:00 EEST 2014;Thu Apr 03 23:40:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Inside backend layouts; it is also possible to test for TSconfig via:<pre>[globalVar = SOBE|modSharedTSconfig|properties|test = 1]tests on mod.SHARED.test = 1[globalVar = SOBE|modTSconfig|properties|test = 1]tests on mod.web_layout.test = 1</pre>One can test for the properties of the current page via:<pre>[globalVar = SOBE|pageinfo|layout = 1;2;3]</pre>'"
57623;Documentation;null;Bug;;Closed;Must have;"Bug in code example for ""ContentElementWizard""";most wanted;Francois Suter;Documentation on typo3.org;;null;Thu Apr 03 19:45:00 EEST 2014;Thu Apr 03 23:07:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"wrong code:<pre>'params' => '&defVals[tt_content][CType]=list&[list_type]=examples_pierror'</pre>correct code:<pre>'params' => '&defVals[tt_content][CType]=list&defVals[tt_content][list_type]=examples_pierror'</pre>'"
57425;Documentation Rendering;null;Bug;;Resolved;Should have;List of extensions is not updated;Xavier Perseguers;Xavier Perseguers;;;null;Sat Mar 29 10:37:00 EET 2014;Sat Mar 29 00:24:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"wrong code:<pre>'params' => '&defVals[tt_content][CType]=list&[list_type]=examples_pierror'</pre>correct code:<pre>'params' => '&defVals[tt_content][CType]=list&defVals[tt_content][list_type]=examples_pierror'</pre>'"
57357;Extbase Book Translation;null;Bug;;New;Must have;Errors in example template;Christian Toffolo;;;;null;Thu Mar 27 08:35:00 EET 2014;Thu Mar 27 08:35:00 EET 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57329;TYPO3 CMS - What's New;null;Bug;;Resolved;Should have;"Error in ""stdWrap function: replacement (2)""";Sebastian Müller;;TYPO3 6.2 - Slides (LaTeX);;null;Wed Mar 26 13:14:00 EET 2014;Thu Mar 27 22:54:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"http://docs.typo3.org/typo3cms/ExtbaseFluidBook/4-FirstExtension/6-adding-the-template.html<f:for each=''{products}'' as ''product''>must be:<f:for each=''{products}'' as=''product''>and the related closing tag:<f:for>must be:</f:for>'"
57320;Documentation Rendering;null;Bug;;Resolved;Must have;Broken margin in code samples;Xavier Perseguers;Xavier Perseguers;;;null;Wed Mar 26 09:49:00 EET 2014;Tue Apr 01 09:01:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"While reading them I found an error.10 = TEXT10.value = TYPO3 inspires people to share10.replacement.10 {search = #(TYPO3|people|share)#ireplace = CMS ${1} || all ${1} || collaborate and ${1}useOptionSplitReplace = 1useRegExp = 1}Output:TYPO3 CMS inspires all people to collaborate and shareThats wrong. Output is:CMS TYPO3 inspires all people to collaborate and shareThats probably the same in all languages (viewed in german and english).Greets.'"
57309;TSconfig;null;Bug;Task #42533: Highlight formerly highlighted lines again;Resolved;Must have;Wrong ReST syntax;Christian Woebbeking;Christian Woebbeking;;6.2;null;Tue Mar 25 21:37:00 EET 2014;Tue Mar 25 21:41:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"!sample.png!Link: http://docs.typo3.org/typo3cms/extensions/cs_multiline_page_header/1.2.3/Main/Index.htmlThis is due to this CSS:!css.png!Don't know (remember?) where it comes from but having a margin for class ''p'' (not paragraph!) sounds odd.Thanks for taking care.'"
57253;Core APIs;null;Feature;;New;Should have;Document usage of composer manifest;Francois Suter;;;;null;Mon Mar 24 21:41:00 EET 2014;Tue Mar 25 11:40:00 EET 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"Testing new ReST syntax in Conditions/Differences/Index.rst.. highlight:: typoscript   Some typoscript'"
57252;Core APIs;null;Bug;;Resolved;Should have;Only one category field per table possible in 6.1;Francois Suter;Francois Suter;;6.1;null;Mon Mar 24 21:20:00 EET 2014;Mon Mar 31 22:40:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57221;TYPO3 CMS - What's New;null;Bug;;Closed;Should have;Content updates (changes in TYPO3 6.2 RC1);Michael Schams;;TYPO3 6.2 - Slides (LaTeX);;null;Mon Mar 24 10:07:00 EET 2014;Sat Apr 19 03:19:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57215;TSconfig;null;Bug;;Resolved;Must have;Wrong ReST syntax;Christian Woebbeking;Christian Woebbeking;;6.2;null;Sun Mar 23 22:59:00 EET 2014;Mon Mar 24 17:43:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"*Slide 11:* Install Tool was not rewritten in ?Extbase?Install Tool is based on no framework at all, but it uses Fluid. First bullet point should read ?Re-developed from scratch using Fluid?.*Slide 19:* Configuration Presets have nothing to do with Application ContextsTruth is, that the Application Context cannot be set in the Install Tool, only through environment variables. The ?Presets? are just a shortcut for configuring certain TYPO3_CONF_VAR settings. This means, headline and first bullet point are wrong. See attached screenshot for an updated version of the slide (English version).*Slide 50:* EXT:filemetadataThe English version states (in brackets): ?extension is installed but not loaded by default?, which is not 100% accurate. Sentence should read: ?extension is shipped with the core, but not installed by default?.*Slides 101 and 103:* ?protected? flag is no longer part of a Packages.phpThe ?protected? flag is no longer part of a file ?Packages.php?, which means, second bullet point on slide 101 is wrong and should be updated: ?If extension is required, a 'protected' flag is to be set in the composer.json file?. This also results in a code update on slide 103.*Slide 103:* new code exampleThe naming of the composer packages has changed and is now prefixed ?typo3/cms-?, rather than ?typo3/cms/?. The updated code example on slide 103 already takes this into account.*Slide 104:* remove this slideSlide 104 can be dropped, as file ?Package.php? is now optional (for performance reasons).*Slide 109:* Controller was renamed to ?LanguageController?Due to the fact that the controller was renamed to ?LanguageController?, the following two changes should be made:<pre>?TYPO3\\CMS\\Lang\\Command\\LanguageCommandController?</pre>Example call is now:<pre>typo3/cli_dispatch.phpsh extbase language:update de,en,fr</pre>+Affected files:+The following 4 files are affected by the changes above:* TYPO3-CMS-6.2/Slides/LaTeX/LANGUAGE/Chapters/BackendChanges.tex* TYPO3-CMS-6.2/Slides/LaTeX/LANGUAGE/Chapters/InDepthChanges.tex* TYPO3-CMS-6.2/Slides/LaTeX/LANGUAGE/Chapters/InstallTool.tex* TYPO3-CMS-6.2/Slides/LaTeX/LANGUAGE/Chapters/PackageManagement.tex'"
57210;TSconfig;null;Bug;;Resolved;Must have;Wrong ReST syntax;Christian Woebbeking;Christian Woebbeking;;6.2;null;Sun Mar 23 18:37:00 EET 2014;Sun Mar 23 22:41:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57208;TSconfig;null;Bug;;Resolved;Must have;Wrong ReST syntax;Christian Woebbeking;Christian Woebbeking;;6.2;null;Sun Mar 23 17:02:00 EET 2014;Sun Mar 23 18:44:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57171;TypoScript Reference (TSref);null;Feature;;Resolved;Should have;"select: Enable queries using ""root"" and ""-1"" for pidInList";Oliver Hader;Chris topher;;6.2;null;Sat Mar 22 00:05:00 EET 2014;Tue Mar 25 13:47:00 EET 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
57121;TypoScript Reference (TSref);null;Feature;;Rejected;Should have;Possible new option for preventing links to non translated pages;Alexander Stehlik;;;;null;Thu Mar 20 20:46:00 EET 2014;Sat Aug 13 19:31:00 EEST 2016;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"select.pidInList now supports the new values ''root'' and ''-1''._Add to documentation_Since TYPO3 CMS 6.2 it is possible to select records from the root-page level; like from the table ''sys_category''. For this case; it is required that ''root'' is set.Besides that; version records can be selected directly by setting the value to ''-1''; this allows to directly select workspace versioned records.Special keyword: ''this'' is replaced with the id of the current page; ''root'' is replaced with the root-page level (records with pid=0)Example:<pre>// Fetching related sys_category records// stored in the MM intermediate table10 = CONTENT10 {	table = sys_category	select {		pidInList = root;-1		selectFields = sys_category.*		join = sys_category_record_mm ON sys_category_record_mm.uid_local = sys_category.uid		where.data = field:_ORIG_uid // field:uid		where.intval = 1		where.wrap = sys_category_record_mm.uid_foreign=|		orderBy = sys_category_record_mm.sorting_foreign		languageField = sys_category.sys_language_uid	}}</pre>See #57168'"
56976;Documentation Rendering;null;Bug;Epic #60470: Enhance PDF rendering;Accepted;Must have;Horizontal lines of rows in LaTeX tables are missing;Martin Bless;Xavier Perseguers;;;null;Mon Mar 17 09:19:00 EET 2014;Tue Jul 22 16:50:00 EEST 2014;null;null;;0;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"My suggestion is to introduce a new config option called<pre>config.typolinkDisableLinksToNonTranslatedPages = 1</pre>If this is enabled the typolink function will not link to pages that are not available in the current translation.This is work in progress!'"
56929;Documentation Rendering;null;Bug;;Resolved;Should have;Figure are not centered;Xavier Perseguers;Xavier Perseguers;;;null;Sat Mar 15 11:35:00 EET 2014;Tue Apr 01 10:58:00 EEST 2014;null;null;;100;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"This commit shows a modification that fixes the problem: https://bitbucket.org/birkenfeld/sphinx/commits/ce1cf9a535bba78a21f1c81fd8813cf8d7d318e9A test that I did was successful. The mentioned commit is not applied to the current Sphinx stable version. That's why we still have the problem.We should file a ticket at the Sphinx project to get this change back again. I (Martin) will go for that. Until then we could change our clones manually (Xavier?).'"
